selected_chem	prestwick_ID	jaccard_distance	tanimoto_similarity	similarity_ranking	prestwick_chemname	target_species	measured_n_inhibited_strains	most_similar_category
Visomitin	Prestw-992	0.863013698630137	0.136986301369863	219	Pizotifen malate	human	1	NA
Visomitin	Prestw-630	0.8636363636363636	0.13636363636363635	226	Dimethisoquin hydrochloride	human	2	NA
Visomitin	Prestw-839	0.8636363636363636	0.13636363636363635	226	Ganciclovir	viruses	0	NA
Visomitin	Prestw-364	0.8641975308641975	0.13580246913580252	228	Metergoline	human	5	NA
Visomitin	Prestw-1199	0.864406779661017	0.13559322033898302	229	Tripelennamine hydrochloride	human	0	NA
Visomitin	Prestw-1380	0.864406779661017	0.13559322033898302	229	Clobutinol hydrochloride	human	0	NA
Visomitin	Prestw-197	0.864406779661017	0.13559322033898302	229	Metaraminol bitartrate	human	0	NA
Visomitin	Prestw-278	0.864406779661017	0.13559322033898302	229	Cinnarizine	human	11	NA
Visomitin	Prestw-816	0.864406779661017	0.13559322033898302	229	Suprofen	human	0	NA
Visomitin	Prestw-1505	0.8648648648648649	0.1351351351351351	234	Valacyclovir hydrochloride	viruses	0	NA
Visomitin	Prestw-399	0.8648648648648649	0.1351351351351351	234	Prochlorperazine dimaleate	human	9	NA
Visomitin	Prestw-905	0.8648648648648649	0.1351351351351351	234	Urapidil hydrochloride	human	0	NA
Visomitin	Prestw-222	0.8651685393258427	0.1348314606741573	237	Antimycin A	veterinary: infections	0	NA
Visomitin	Prestw-814	0.8651685393258427	0.1348314606741573	237	Cefsulodin sodium salt	bacteria	21	NA
Visomitin	Prestw-1110	0.8656716417910447	0.13432835820895528	239	Parbendazole	veterinary: metazoan parasites	5	NA
Visomitin	Prestw-133	0.8656716417910447	0.13432835820895528	239	Hydroxyzine dihydrochloride	human	1	NA
Visomitin	Prestw-210	0.8656716417910447	0.13432835820895528	239	Fenbendazole	metazoan parasites	3	NA
Visomitin	Prestw-351	0.8656716417910447	0.13432835820895528	239	Chlorthalidone	human	0	NA
Visomitin	Prestw-461	0.8656716417910447	0.13432835820895528	239	Tropisetron HCl	human	0	NA
Visomitin	Prestw-8	0.8656716417910447	0.13432835820895528	239	Amprolium hydrochloride	veterinary: metazoan parasites	1	NA
Visomitin	Prestw-936	0.8656716417910447	0.13432835820895528	239	Bephenium hydroxynaphthoate	metazoan parasites	0	NA
Visomitin	Prestw-1068	0.8658536585365854	0.13414634146341464	246	Thiethylperazine dimalate	human	7	NA
Visomitin	Prestw-1000	0.865979381443299	0.134020618556701	247	Lymecycline	bacteria	26	NA
Visomitin	Prestw-1052	0.8666666666666667	0.1333333333333333	248	Iopanoic acid	human	3	NA
Visomitin	Prestw-189	0.8666666666666667	0.1333333333333333	248	Aminopurine, 6-benzyl	not a drug	0	NA
Visomitin	Prestw-334	0.8666666666666667	0.1333333333333333	248	Sulfisoxazole	bacteria	0	NA
Visomitin	Prestw-419	0.8666666666666667	0.1333333333333333	248	Bisacodyl	human	0	NA
Visomitin	Prestw-548	0.8666666666666667	0.1333333333333333	248	Chloroquine diphosphate	protozoa	0	NA
Visomitin	Prestw-554	0.8666666666666667	0.1333333333333333	248	Tolazamide	human	0	NA
Visomitin	Prestw-694	0.8666666666666667	0.1333333333333333	248	Sulfamerazine	bacteria	0	NA
Visomitin	Prestw-966	0.8666666666666667	0.1333333333333333	248	Sotalol hydrochloride	human	0	NA
Visomitin	Prestw-186	0.8674698795180723	0.1325301204819277	256	Cloxacillin sodium salt	bacteria	30	NA
Visomitin	Prestw-651	0.8674698795180723	0.1325301204819277	256	Glimepiride	human	0	NA
Visomitin	Prestw-821	0.8674698795180723	0.1325301204819277	256	Azlocillin sodium salt	bacteria	32	NA
Visomitin	Prestw-212	0.8676470588235294	0.13235294117647056	259	Pyrantel tartrate	metazoan parasites	0	NA
Visomitin	Prestw-368	0.8676470588235294	0.13235294117647056	259	Bepridil hydrochloride	human	20	NA
Visomitin	Prestw-657	0.8676470588235294	0.13235294117647056	259	Benzamil hydrochloride	human	1	NA
Visomitin	Prestw-702	0.8676470588235294	0.13235294117647056	259	Succinylsulfathiazole	bacteria	0	NA
Visomitin	Prestw-1491	0.8679245283018868	0.13207547169811318	263	Pentobarbital	human	0	NA
Visomitin	Prestw-494	0.8679245283018868	0.13207547169811318	263	Propylthiouracil	human	1	NA
Visomitin	Prestw-533	0.8679245283018868	0.13207547169811318	263	Phenacetin	human	0	NA
Visomitin	Prestw-296	0.868421052631579	0.13157894736842102	266	Acemetacin	human	0	NA
Visomitin	Prestw-387	0.868421052631579	0.13157894736842102	266	Carbetapentane citrate	human	0	NA
Visomitin	Prestw-797	0.868421052631579	0.13157894736842102	266	Methotrimeprazine maleat salt	human	2	NA
Visomitin	Prestw-229	0.8688524590163934	0.1311475409836066	269	Nefopam hydrochloride	human	0	NA
Visomitin	Prestw-283	0.8688524590163934	0.1311475409836066	269	Homochlorcyclizine dihydrochloride	human	3	NA
Visomitin	Prestw-346	0.8688524590163934	0.1311475409836066	269	Maprotiline hydrochloride	human	2	NA
Visomitin	Prestw-856	0.8688524590163934	0.1311475409836066	269	Tolmetin sodium salt dihydrate	human	0	NA
Visomitin	Prestw-654	0.8690476190476191	0.13095238095238093	273	Benfotiamine	human	0	NA
Visomitin	Prestw-1268	0.8695652173913043	0.13043478260869568	274	Guaiacol	human	0	NA
Visomitin	Prestw-503	0.8695652173913043	0.13043478260869568	274	Cetirizine dihydrochloride	human	0	NA
Visomitin	Prestw-66	0.8695652173913043	0.13043478260869568	274	Minaprine dihydrochloride	human	0	NA
Visomitin	Prestw-733	0.8695652173913043	0.13043478260869568	274	Metoprolol-(+,-) (+)-tartrate salt	human	0	NA
Visomitin	Prestw-931	0.8695652173913043	0.13043478260869568	274	Propofol	human	0	NA
Visomitin	Prestw-60	0.8703703703703703	0.12962962962962965	279	Tolazoline hydrochloride	human	0	NA
Visomitin	Prestw-1075	0.8709677419354839	0.12903225806451613	280	(R)-Propranolol hydrochloride	human	0	NA
Visomitin	Prestw-1081	0.8709677419354839	0.12903225806451613	280	(S)-propranolol hydrochloride	human	0	NA
Visomitin	Prestw-164	0.8709677419354839	0.12903225806451613	280	Ornidazole	bacteria	33	NA
Visomitin	Prestw-33	0.8709677419354839	0.12903225806451613	280	Diprophylline	human	0	NA
Visomitin	Prestw-352	0.8709677419354839	0.12903225806451613	280	Dobutamine hydrochloride	human	0	NA
Visomitin	Prestw-701	0.8709677419354839	0.12903225806451613	280	Trihexyphenidyl-D,L Hydrochloride	human	0	NA
Visomitin	Prestw-844	0.8709677419354839	0.12903225806451613	280	Procyclidine hydrochloride	human	0	NA
Visomitin	Prestw-911	0.8709677419354839	0.12903225806451613	280	(+)-Isoproterenol (+)-bitartrate salt	human	0	NA
Visomitin	Prestw-1297	0.8714285714285714	0.12857142857142856	288	Lacidipine	human	9	NA
Visomitin	Prestw-1303	0.8714285714285714	0.12857142857142856	288	Pefloxacine	bacteria	25	NA
Visomitin	Prestw-73	0.8714285714285714	0.12857142857142856	288	Sulindac	human	0	NA
Visomitin	Prestw-869	0.8714285714285714	0.12857142857142856	288	Phthalylsulfathiazole	bacteria	0	NA
Visomitin	Prestw-409	0.8717948717948718	0.1282051282051282	292	Amiodarone hydrochloride	human	15	NA
Visomitin	Prestw-859	0.8717948717948718	0.1282051282051282	292	Fluvastatin sodium salt	human	0	NA
Visomitin	Prestw-1251	0.8727272727272727	0.12727272727272732	294	Butalbital	human	0	NA
Visomitin	Prestw-17	0.8727272727272727	0.12727272727272732	294	Levodopa	human	0	NA
Visomitin	Prestw-23	0.8727272727272727	0.12727272727272732	294	Sulfadiazine	bacteria	0	NA
Visomitin	Prestw-34	0.8727272727272727	0.12727272727272732	294	Triamterene	human	0	NA
Visomitin	Prestw-439	0.8727272727272727	0.12727272727272732	294	Carbimazole	human	0	NA
Visomitin	Prestw-761	0.8727272727272727	0.12727272727272732	294	Butamben	human	1	NA
Visomitin	Prestw-85	0.8727272727272727	0.12727272727272732	294	Baclofen (R,S)	human	0	NA
Visomitin	Prestw-894	0.8727272727272727	0.12727272727272732	294	Butylparaben	not a drug	1	NA
Visomitin	Prestw-901	0.8727272727272727	0.12727272727272732	294	Hymecromone	human	0	NA
Visomitin	Prestw-1042	0.873015873015873	0.12698412698412698	303	Tridihexethyl chloride	human	2	NA
Visomitin	Prestw-1057	0.873015873015873	0.12698412698412698	303	Oxprenolol hydrochloride	human	0	NA
Visomitin	Prestw-1334	0.873015873015873	0.12698412698412698	303	Rivastigmine	human	1	NA
Visomitin	Prestw-21	0.873015873015873	0.12698412698412698	303	Sulfaphenazole	bacteria	1	NA
Visomitin	Prestw-215	0.873015873015873	0.12698412698412698	303	Mefexamide hydrochloride	human	0	NA
Visomitin	Prestw-25	0.873015873015873	0.12698412698412698	303	Thiamphenicol	bacteria	39	NA
Visomitin	Prestw-403	0.873015873015873	0.12698412698412698	303	Thyroxine (L)	human	4	NA
Visomitin	Prestw-749	0.873015873015873	0.12698412698412698	303	Isoetharine mesylate salt	human	0	NA
Visomitin	Prestw-793	0.873015873015873	0.12698412698412698	303	Cloperastine hydrochloride	human	2	NA
Visomitin	Prestw-955	0.873015873015873	0.12698412698412698	303	Florfenicol	veterinary: infections	40	NA
Visomitin	Prestw-221	0.8732394366197183	0.12676056338028174	313	Norfloxacin	bacteria	27	NA
Visomitin	Prestw-333	0.8732394366197183	0.12676056338028174	313	Zidovudine, AZT	viruses	13	NA
Visomitin	Prestw-61	0.8732394366197183	0.12676056338028174	313	Morantel tartrate	veterinary: metazoan parasites	0	NA
Visomitin	Prestw-847	0.8732394366197183	0.12676056338028174	313	(-) -Levobunolol hydrochloride	human	0	NA
Visomitin	Prestw-857	0.8732394366197183	0.12676056338028174	313	(+) -Levobunolol hydrochloride	human	0	NA
Visomitin	Prestw-1284	0.8734177215189873	0.12658227848101267	318	Hydroxychloroquine sulfate	protozoa	0	NA
Visomitin	Prestw-587	0.8734177215189873	0.12658227848101267	318	Cilostazol	human	1	NA
Visomitin	Prestw-12	0.875	0.125	320	Benzonatate	human	0	NA
Visomitin	Prestw-1407	0.875	0.125	320	Etofenamate	human	3	NA
Visomitin	Prestw-173	0.875	0.125	320	Tranylcypromine hydrochloride	human	0	NA
Visomitin	Prestw-175	0.875	0.125	320	Aceclofenac	human	0	NA
Visomitin	Prestw-206	0.875	0.125	320	Meclofenamic acid sodium salt monohydrate	human	10	NA
Visomitin	Prestw-271	0.875	0.125	320	Vincamine	human	0	NA
Visomitin	Prestw-287	0.875	0.125	320	Oxybutynin chloride	human	0	NA
Visomitin	Prestw-289	0.875	0.125	320	Pyrilamine maleate	human	0	NA
Visomitin	Prestw-294	0.875	0.125	320	Pimethixene maleate	human	8	NA
Visomitin	Prestw-355	0.875	0.125	320	Hycanthone	metazoan parasites	10	NA
Visomitin	Prestw-380	0.875	0.125	320	Clebopride maleate	human	0	NA
Visomitin	Prestw-513	0.875	0.125	320	Norcyclobenzaprine	human	3	NA
Visomitin	Prestw-529	0.875	0.125	320	Mesoridazine besylate	human	4	NA
Visomitin	Prestw-63	0.875	0.125	320	Nifedipine	human	0	NA
Visomitin	Prestw-632	0.875	0.125	320	Dipivefrin hydrochloride	human	0	NA
Visomitin	Prestw-699	0.875	0.125	320	Hexestrol	human	25	NA
Visomitin	Prestw-838	0.875	0.125	320	Iocetamic acid	human	2	NA
Visomitin	Prestw-898	0.875	0.125	320	Dioxybenzone	not a drug	0	NA
Visomitin	Prestw-482	0.8762886597938144	0.12371134020618557	338	Cefotiam hydrochloride	bacteria	31	NA
Visomitin	Prestw-398	0.8765432098765432	0.12345679012345678	339	Oxantel pamoate	metazoan parasites	0	NA
Visomitin	Prestw-744	0.8765432098765432	0.12345679012345678	339	Flunixin meglumine	veterinary: host animal	4	NA
Visomitin	Prestw-146	0.8767123287671232	0.12328767123287676	341	Tamoxifen citrate	human	22	NA
Visomitin	Prestw-357	0.8767123287671232	0.12328767123287676	341	Amoxicillin	bacteria	35	NA
Visomitin	Prestw-705	0.8767123287671232	0.12328767123287676	341	Methyl benzethonium chloride	antiseptic	34	NA
Visomitin	Prestw-784	0.8767123287671232	0.12328767123287676	341	Bendroflumethiazide	human	0	NA
Visomitin	Prestw-109	0.8769230769230769	0.12307692307692308	345	Dizocilpine maleate	human	0	NA
Visomitin	Prestw-1197	0.8769230769230769	0.12307692307692308	345	Toremifene	human	15	NA
Visomitin	Prestw-312	0.8769230769230769	0.12307692307692308	345	Flunarizine dihydrochloride	human	5	NA
Visomitin	Prestw-370	0.8769230769230769	0.12307692307692308	345	Benzbromarone	human	30	NA
Visomitin	Prestw-64	0.8769230769230769	0.12307692307692308	345	Chlorpromazine hydrochloride	human	11	NA
Visomitin	Prestw-725	0.8769230769230769	0.12307692307692308	345	Deferoxamine mesylate	human	0	NA
Visomitin	Prestw-779	0.8769230769230769	0.12307692307692308	345	Zomepirac sodium salt	human	0	NA
Visomitin	Prestw-86	0.8769230769230769	0.12307692307692308	345	Acyclovir	viruses	0	NA
Visomitin	Prestw-935	0.8769230769230769	0.12307692307692308	345	(-)-MK 801 hydrogen maleate	human	0	NA
Visomitin	Prestw-1015	0.8771929824561403	0.1228070175438597	354	Ethamsylate	human	0	NA
Visomitin	Prestw-176	0.8771929824561403	0.1228070175438597	354	Iproniazide phosphate	human	0	NA
Visomitin	Prestw-192	0.8771929824561403	0.1228070175438597	354	Thalidomide	human	0	NA
Visomitin	Prestw-445	0.8771929824561403	0.1228070175438597	354	Cyclobenzaprine hydrochloride	human	8	NA
Visomitin	Prestw-45	0.8771929824561403	0.1228070175438597	354	Naproxen	human	0	NA
Visomitin	Prestw-15	0.8775510204081632	0.12244897959183676	359	Heptaminol hydrochloride	human	0	NA
Visomitin	Prestw-1190	0.8780487804878049	0.12195121951219512	360	Olmesartan	human	0	NA
Visomitin	Prestw-135	0.8780487804878049	0.12195121951219512	360	Methotrexate	human	12	NA
Visomitin	Prestw-373	0.8780487804878049	0.12195121951219512	360	Amethopterin (R,S)	human	12	NA
Visomitin	Prestw-383	0.8780487804878049	0.12195121951219512	360	Nicardipine hydrochloride	human	5	NA
Visomitin	Prestw-719	0.8780487804878049	0.12195121951219512	360	Cephalothin sodium salt	bacteria	34	NA
Visomitin	Prestw-843	0.8780487804878049	0.12195121951219512	360	Nafcillin sodium salt monohydrate	bacteria	27	NA
Visomitin	Prestw-1307	0.8783783783783784	0.1216216216216216	366	Olopatadine hydrochloride	human	0	NA
Visomitin	Prestw-292	0.8783783783783784	0.1216216216216216	366	Trazodone hydrochloride	human	1	NA
Visomitin	Prestw-397	0.8783783783783784	0.1216216216216216	366	Clomiphene citrate (Z,E)	human	20	NA
Visomitin	Prestw-493	0.8783783783783784	0.1216216216216216	366	Omeprazole	human	8	NA
Visomitin	Prestw-824	0.8783783783783784	0.1216216216216216	366	Benzthiazide	human	0	NA
Visomitin	Prestw-995	0.8783783783783784	0.1216216216216216	366	Fluvoxamine maleate	human	2	NA
Visomitin	Prestw-1080	0.8787878787878788	0.12121212121212122	372	Methiazole	human	2	NA
Visomitin	Prestw-191	0.8787878787878788	0.12121212121212122	372	Midodrine hydrochloride	human	0	NA
Visomitin	Prestw-250	0.8787878787878788	0.12121212121212122	372	Alprenolol hydrochloride	human	0	NA
Visomitin	Prestw-269	0.8787878787878788	0.12121212121212122	372	Clomipramine hydrochloride	human	4	NA
Visomitin	Prestw-458	0.8787878787878788	0.12121212121212122	372	Melatonin	human	0	NA
Visomitin	Prestw-780	0.8787878787878788	0.12121212121212122	372	Cinoxacin	bacteria	5	NA
Visomitin	Prestw-822	0.8787878787878788	0.12121212121212122	372	Clidinium bromide	human	0	NA
Visomitin	Prestw-853	0.8787878787878788	0.12121212121212122	372	Liothyronine	human	1	NA
Visomitin	Prestw-90	0.8787878787878788	0.12121212121212122	372	Pindolol	human	0	NA
Visomitin	Prestw-1017	0.8793103448275862	0.12068965517241381	381	Etilefrine hydrochloride	human	1	NA
Visomitin	Prestw-1383	0.8793103448275862	0.12068965517241381	381	Clofibrate	human	0	NA
Visomitin	Prestw-172	0.8793103448275862	0.12068965517241381	381	Etofylline	human	0	NA
Visomitin	Prestw-188	0.8793103448275862	0.12068965517241381	381	Pentolinium bitartrate	human	0	NA
Visomitin	Prestw-254	0.8793103448275862	0.12068965517241381	381	Nortriptyline hydrochloride	human	0	NA
Visomitin	Prestw-505	0.8793103448275862	0.12068965517241381	381	Metaproterenol sulfate, orciprenaline sulfate	human	0	NA
Visomitin	Prestw-598	0.8793103448275862	0.12068965517241381	381	Xylazine	veterinary: host animal	2	NA
Visomitin	Prestw-74	0.8793103448275862	0.12068965517241381	381	Amitryptiline hydrochloride	human	0	NA
Visomitin	Prestw-762	0.8793103448275862	0.12068965517241381	381	Sulfapyridine	bacteria	1	NA
Visomitin	Prestw-775	0.8793103448275862	0.12068965517241381	381	Sulfamethazine sodium salt	bacteria	0	NA
Visomitin	Prestw-909	0.8793103448275862	0.12068965517241381	381	Nabumetone	human	0	NA
Visomitin	Prestw-166	0.88	0.12	392	Mafenide hydrochloride	bacteria	20	NA
Visomitin	Prestw-881	0.88	0.12	392	Niacin	human	0	NA
Visomitin	Prestw-915	0.88	0.12	392	Lorglumide sodium salt	not a drug	1	NA
Visomitin	Prestw-443	0.8804347826086957	0.11956521739130432	395	Gabazine bromide	not a drug	0	NA
Visomitin	Prestw-1137	0.8805970149253731	0.11940298507462688	396	Esmolol hydrochloride	human	0	NA
Visomitin	Prestw-478	0.8805970149253731	0.11940298507462688	396	Felodipine	human	18	NA
Visomitin	Prestw-812	0.8805970149253731	0.11940298507462688	396	Cromolyn disodium salt	human	0	NA
Visomitin	Prestw-450	0.8809523809523809	0.11904761904761907	399	Dicloxacillin sodium salt hydrate	bacteria	32	NA
Visomitin	Prestw-1112	0.8813559322033898	0.11864406779661019	400	Procarbazine hydrochloride	human	0	NA
Visomitin	Prestw-349	0.8813559322033898	0.11864406779661019	400	Ritodrine hydrochloride	human	0	NA
Visomitin	Prestw-391	0.8813559322033898	0.11864406779661019	400	Terbutaline hemisulfate	human	0	NA
Visomitin	Prestw-490	0.8813559322033898	0.11864406779661019	400	Iobenguane sulfate	human	0	NA
Visomitin	Prestw-939	0.8813559322033898	0.11864406779661019	400	Iodipamide	human	0	NA
Visomitin	Prestw-1219	0.881578947368421	0.11842105263157898	405	Amlodipine	human	3	NA
Visomitin	Prestw-238	0.881578947368421	0.11842105263157898	405	Lomefloxacin hydrochloride	bacteria	28	NA
Visomitin	Prestw-408	0.881578947368421	0.11842105263157898	405	Butoconazole nitrate	fungi	23	NA
Visomitin	Prestw-559	0.881578947368421	0.11842105263157898	405	DO 897/99	not a drug	3	NA
Visomitin	Prestw-1069	0.8823529411764706	0.11764705882352944	409	Mesalamine	human	0	NA
Visomitin	Prestw-1202	0.8823529411764706	0.11764705882352944	409	4-aminosalicylic acid	bacteria	0	NA
Visomitin	Prestw-1460	0.8823529411764706	0.11764705882352944	409	Oxibendazol	veterinary: metazoan parasites	2	NA
Visomitin	Prestw-327	0.8823529411764706	0.11764705882352944	409	Cefoperazone dihydrate	bacteria	36	NA
Visomitin	Prestw-350	0.8823529411764706	0.11764705882352944	409	Clozapine	human	1	NA
Visomitin	Prestw-378	0.8823529411764706	0.11764705882352944	409	Bezafibrate	human	1	NA
Visomitin	Prestw-502	0.8823529411764706	0.11764705882352944	409	Biperiden hydrochloride	human	0	NA
Visomitin	Prestw-803	0.8823529411764706	0.11764705882352944	409	Pyrithyldione	human	0	NA
Visomitin	Prestw-1432	0.8831168831168831	0.11688311688311692	417	Loratadine	human	23	NA
Visomitin	Prestw-1433	0.8831168831168831	0.11688311688311692	417	Losartan	human	0	NA
Visomitin	Prestw-1177	0.8833333333333333	0.1166666666666667	419	Carbidopa	not a drug	1	NA
Visomitin	Prestw-1340	0.8833333333333333	0.1166666666666667	419	Secnidazole	protozoa	33	NA
Visomitin	Prestw-244	0.8833333333333333	0.1166666666666667	419	Glutethimide, para-amino	human	0	NA
Visomitin	Prestw-258	0.8833333333333333	0.1166666666666667	419	Antazoline hydrochloride	human	0	NA
Visomitin	Prestw-594	0.8833333333333333	0.1166666666666667	419	Diclofenac sodium	human	3	NA
Visomitin	Prestw-742	0.8833333333333333	0.1166666666666667	419	Sulfamethizole	bacteria	0	NA
Visomitin	Prestw-1011	0.8837209302325582	0.11627906976744184	425	Flucloxacillin sodium	bacteria	28	NA
Visomitin	Prestw-260	0.8840579710144928	0.1159420289855072	426	Praziquantel	metazoan parasites	0	NA
Visomitin	Prestw-341	0.8840579710144928	0.1159420289855072	426	Furosemide	human	0	NA
Visomitin	Prestw-53	0.8840579710144928	0.1159420289855072	426	Triflupromazine hydrochloride	human	6	NA
Visomitin	Prestw-805	0.8840579710144928	0.1159420289855072	426	Piromidic acid	bacteria	1	NA
Visomitin	Prestw-925	0.8840579710144928	0.1159420289855072	426	Thonzonium bromide	antiseptic	28	NA
Visomitin	Prestw-929	0.8840579710144928	0.1159420289855072	426	Ketorolac tromethamine	human	0	NA
Visomitin	Prestw-1073	0.8846153846153846	0.11538461538461542	432	Bethanechol chloride	human	0	NA
Visomitin	Prestw-1088	0.8846153846153846	0.11538461538461542	432	(+,-)-Synephrine	human	0	NA
Visomitin	Prestw-200	0.8846153846153846	0.11538461538461542	432	Camptothecine (S,+)	not a drug	0	NA
Visomitin	Prestw-1065	0.8852459016393442	0.11475409836065575	435	Milrinone	human	0	NA
Visomitin	Prestw-1392	0.8852459016393442	0.11475409836065575	435	Dexfenfluramine hydrochloride	human	0	NA
Visomitin	Prestw-249	0.8852459016393442	0.11475409836065575	435	Bupropion hydrochloride	human	0	NA
Visomitin	Prestw-765	0.8852459016393442	0.11475409836065575	435	Ethoxyquin	not a drug	3	NA
Visomitin	Prestw-766	0.8852459016393442	0.11475409836065575	435	Tinidazole	bacteria	34	NA
Visomitin	Prestw-769	0.8852459016393442	0.11475409836065575	435	Sulfameter	bacteria	0	NA
Visomitin	Prestw-831	0.8852459016393442	0.11475409836065575	435	Butacaine	human	0	NA
Visomitin	Prestw-99	0.8852459016393442	0.11475409836065575	435	Mianserine hydrochloride	human	1	NA
Visomitin	Prestw-641	0.8857142857142857	0.11428571428571432	443	Sulmazole	not a drug	0	NA
Visomitin	Prestw-708	0.8857142857142857	0.11428571428571432	443	Benzethonium chloride	antiseptic	35	NA
Visomitin	Prestw-1154	0.8860759493670886	0.11392405063291144	445	Nilvadipine	human	2	NA
Visomitin	Prestw-584	0.8860759493670886	0.11392405063291144	445	Yohimbine hydrochloride	human	0	NA
Visomitin	Prestw-1210	0.8867924528301887	0.1132075471698113	447	Alendronate sodium	human	0	NA
Visomitin	Prestw-1038	0.8870967741935484	0.11290322580645162	448	Methyldopate hydrochloride	human	1	NA
Visomitin	Prestw-202	0.8870967741935484	0.11290322580645162	448	Tiratricol, 3,3',5-triiodothyroacetic acid	human	22	NA
Visomitin	Prestw-203	0.8870967741935484	0.11290322580645162	448	Flufenamic acid	human	7	NA
Visomitin	Prestw-418	0.8870967741935484	0.11290322580645162	448	Biotin	human	1	NA
Visomitin	Prestw-1414	0.8873239436619719	0.11267605633802813	452	Fleroxacin	bacteria	13	NA
Visomitin	Prestw-369	0.8873239436619719	0.11267605633802813	452	Meloxicam	human	0	NA
Visomitin	Prestw-382	0.8873239436619719	0.11267605633802813	452	Betaxolol hydrochloride	human	1	NA
Visomitin	Prestw-916	0.8873239436619719	0.11267605633802813	452	Nitrendipine	human	1	NA
Visomitin	Prestw-318	0.8875	0.11250000000000004	456	Quinacrine dihydrochloride dihydrate	protozoa	10	NA
Visomitin	Prestw-489	0.8877551020408163	0.11224489795918369	457	Ceftazidime pentahydrate	bacteria	27	NA
Visomitin	Prestw-1179	0.8888888888888888	0.11111111111111116	458	Busulfan	human	0	NA
Visomitin	Prestw-1444	0.8888888888888888	0.11111111111111116	458	Mitotane	human	4	NA
Visomitin	Prestw-1489	0.8888888888888888	0.11111111111111116	458	Amifostine	human	0	NA
Visomitin	Prestw-185	0.8888888888888888	0.11111111111111116	458	Aztreonam	bacteria	8	NA
Visomitin	Prestw-231	0.8888888888888888	0.11111111111111116	458	Etodolac	human	0	NA
Visomitin	Prestw-263	0.8888888888888888	0.11111111111111116	458	Doxepin hydrochloride	human	1	NA
Visomitin	Prestw-275	0.8888888888888888	0.11111111111111116	458	Fenofibrate	human	5	NA
Visomitin	Prestw-313	0.8888888888888888	0.11111111111111116	458	Trifluoperazine dihydrochloride	human	11	NA
Visomitin	Prestw-325	0.8888888888888888	0.11111111111111116	458	Ascorbic acid	human	0	NA
Visomitin	Prestw-332	0.8888888888888888	0.11111111111111116	458	Practolol	human	0	NA
Visomitin	Prestw-520	0.8888888888888888	0.11111111111111116	458	Sulfasalazine	human	0	NA
Visomitin	Prestw-720	0.8888888888888888	0.11111111111111116	458	Cefuroxime sodium salt	bacteria	31	NA
Visomitin	Prestw-731	0.8888888888888888	0.11111111111111116	458	Sulfaquinoxaline sodium salt	veterinary: metazoan parasites	0	NA
Visomitin	Prestw-783	0.8888888888888888	0.11111111111111116	458	Clofibric acid	not a drug	0	NA
Visomitin	Prestw-790	0.8888888888888888	0.11111111111111116	458	Cycloheximide	not a drug	0	NA
Visomitin	Prestw-83	0.8888888888888888	0.11111111111111116	458	Edrophonium chloride	human	0	NA
Visomitin	Prestw-895	0.8888888888888888	0.11111111111111116	458	Aminohippuric acid	human	0	NA
Visomitin	Prestw-897	0.8888888888888888	0.11111111111111116	458	Pipemidic acid	bacteria	6	NA
Visomitin	Prestw-93	0.8888888888888888	0.11111111111111116	458	Azacyclonol	human	0	NA
Visomitin	Prestw-943	0.8888888888888888	0.11111111111111116	458	Pralidoxime chloride	human	0	NA
Visomitin	Prestw-975	0.8888888888888888	0.11111111111111116	458	Naftopidil dihydrochloride	human	4	NA
Visomitin	Prestw-964	0.8902439024390244	0.1097560975609756	479	Methacycline hydrochloride	bacteria	40	NA
Visomitin	Prestw-973	0.8904109589041096	0.1095890410958904	480	Pirlindole mesylate	human	0	NA
Visomitin	Prestw-1134	0.890625	0.109375	481	Cytarabine	human	0	NA
Visomitin	Prestw-1280	0.890625	0.109375	481	Mepivacaine hydrochloride	human	0	NA
Visomitin	Prestw-196	0.890625	0.109375	481	Pentoxifylline	human	0	NA
Visomitin	Prestw-259	0.890625	0.109375	481	Ethacrynic acid	human	12	NA
Visomitin	Prestw-55	0.890625	0.109375	481	Acetohexamide	human	0	NA
Visomitin	Prestw-70	0.890625	0.109375	481	Tolnaftate	fungi	10	NA
Visomitin	Prestw-807	0.890625	0.109375	481	Chloropyramine hydrochloride	human	0	NA
Visomitin	Prestw-977	0.890625	0.109375	481	Zardaverine	not a drug	0	NA
Visomitin	Prestw-169	0.8909090909090909	0.10909090909090913	489	Hydralazine hydrochloride	human	0	NA
Visomitin	Prestw-752	0.8909090909090909	0.10909090909090913	489	Phenazopyridine hydrochloride	human	1	NA
Visomitin	Prestw-874	0.8909090909090909	0.10909090909090913	489	Theobromine	human	0	NA
Visomitin	Prestw-35	0.8913043478260869	0.10869565217391308	492	Dapsone	bacteria	0	NA
Visomitin	Prestw-627	0.891566265060241	0.10843373493975905	493	Folic acid	human	2	NA
Visomitin	Prestw-342	0.8923076923076924	0.10769230769230764	494	Methapyrilene hydrochloride	human	0	NA
Visomitin	Prestw-348	0.8923076923076924	0.10769230769230764	494	Chlorprothixene hydrochloride	human	18	NA
Visomitin	Prestw-488	0.8923076923076924	0.10769230769230764	494	Dosulepin hydrochloride	human	0	NA
Visomitin	Prestw-536	0.8923076923076924	0.10769230769230764	494	(R)-(+)-Atenolol	human	0	NA
Visomitin	Prestw-617	0.8923076923076924	0.10769230769230764	494	Quipazine dimaleate salt	not a drug	2	NA
