chem_id	umap1	umap2	Chemical Library	ProductName	n_predicted_inhibited_strains	antibiotic	Reported Activity
Prestw-1288	2.524607	2.887803	Maier et.al.	NA	NA	NA	NA
Prestw-1294	2.327608	-2.5437863	Maier et.al.	NA	NA	NA	NA
Prestw-1295	8.803099	5.3683333	Maier et.al.	NA	NA	NA	NA
Prestw-1297	8.371345	5.9754086	Maier et.al.	NA	NA	NA	NA
Prestw-1298	7.2608566	1.5732785	Maier et.al.	NA	NA	NA	NA
Prestw-13	7.6142454	8.430026	Maier et.al.	NA	NA	NA	NA
Prestw-130	-1.267001	4.7108808	Maier et.al.	NA	NA	NA	NA
Prestw-1303	4.478535	9.193421	Maier et.al.	NA	NA	NA	NA
Prestw-1307	8.249066	7.507221	Maier et.al.	NA	NA	NA	NA
Prestw-1308	7.469502	6.8405795	Maier et.al.	NA	NA	NA	NA
Prestw-1310	8.739568	7.2640057	Maier et.al.	NA	NA	NA	NA
Prestw-132	7.1681843	7.020668	Maier et.al.	NA	NA	NA	NA
Prestw-1321	7.7756248	8.776015	Maier et.al.	NA	NA	NA	NA
Prestw-1322	7.2920036	5.195663	Maier et.al.	NA	NA	NA	NA
Prestw-1325	6.2953157	5.2193503	Maier et.al.	NA	NA	NA	NA
Prestw-133	6.7651997	6.995548	Maier et.al.	NA	NA	NA	NA
Prestw-1331	0.7616815	5.712244	Maier et.al.	NA	NA	NA	NA
Prestw-1334	7.1459637	5.3356385	Maier et.al.	NA	NA	NA	NA
Prestw-1340	6.31916	3.3482633	Maier et.al.	NA	NA	NA	NA
Prestw-1343	4.4285583	9.0347595	Maier et.al.	NA	NA	NA	NA
Prestw-1346	5.84452	9.732414	Maier et.al.	NA	NA	NA	NA
Prestw-135	6.97442	9.140235	Maier et.al.	NA	NA	NA	NA
Prestw-1352	6.6074433	5.990537	Maier et.al.	NA	NA	NA	NA
Prestw-1362	8.751982	6.3928323	Maier et.al.	NA	NA	NA	NA
Prestw-1363	8.110326	11.286247	Maier et.al.	NA	NA	NA	NA
Prestw-137	2.9184463	3.5194762	Maier et.al.	NA	NA	NA	NA
Prestw-1374	-1.0953516	4.9379063	Maier et.al.	NA	NA	NA	NA
Prestw-1378	2.1392334	3.3144836	Maier et.al.	NA	NA	NA	NA
Prestw-138	7.47695	6.999029	Maier et.al.	NA	NA	NA	NA
Prestw-1380	6.308501	5.647578	Maier et.al.	NA	NA	NA	NA
Prestw-1381	4.464365	-0.37440893	Maier et.al.	NA	NA	NA	NA
Prestw-1383	9.525411	6.5248766	Maier et.al.	NA	NA	NA	NA
Prestw-1387	5.029551	1.8617326	Maier et.al.	NA	NA	NA	NA
Prestw-139	7.441309	2.9441319	Maier et.al.	NA	NA	NA	NA
Prestw-1390	7.1906066	7.6838236	Maier et.al.	NA	NA	NA	NA
Prestw-1392	6.618976	5.9772687	Maier et.al.	NA	NA	NA	NA
Prestw-1398	10.001821	5.8130465	Maier et.al.	NA	NA	NA	NA
Prestw-1399	3.744335	5.230481	Maier et.al.	NA	NA	NA	NA
Prestw-14	9.14119	8.409397	Maier et.al.	NA	NA	NA	NA
Prestw-140	3.824417	5.262051	Maier et.al.	NA	NA	NA	NA
Prestw-1403	8.655074	5.474356	Maier et.al.	NA	NA	NA	NA
Prestw-1405	3.589465	6.6433	Maier et.al.	NA	NA	NA	NA
Prestw-1407	8.453595	7.4647493	Maier et.al.	NA	NA	NA	NA
Prestw-1409	8.333614	5.9077396	Maier et.al.	NA	NA	NA	NA
Prestw-1414	4.527271	9.28871	Maier et.al.	NA	NA	NA	NA
Prestw-1415	7.158862	0.78371406	Maier et.al.	NA	NA	NA	NA
Prestw-1416	7.8028255	10.560008	Maier et.al.	NA	NA	NA	NA
Prestw-1419	-1.5662339	4.7979712	Maier et.al.	NA	NA	NA	NA
Prestw-1424	3.4922864	5.957239	Maier et.al.	NA	NA	NA	NA
Prestw-1427	5.269118	2.4984865	Maier et.al.	NA	NA	NA	NA
Prestw-1432	7.215923	7.602552	Maier et.al.	NA	NA	NA	NA
Prestw-1433	7.032606	8.601509	Maier et.al.	NA	NA	NA	NA
Prestw-1441	2.37823	2.953542	Maier et.al.	NA	NA	NA	NA
Prestw-1443	2.754951	2.86099	Maier et.al.	NA	NA	NA	NA
Prestw-1444	9.4714775	9.576163	Maier et.al.	NA	NA	NA	NA
Prestw-1449	9.320324	8.760566	Maier et.al.	NA	NA	NA	NA
Prestw-145	3.8135536	5.2601027	Maier et.al.	NA	NA	NA	NA
Prestw-1454	8.227398	6.9912405	Maier et.al.	NA	NA	NA	NA
Prestw-146	8.532153	7.2924623	Maier et.al.	NA	NA	NA	NA
Prestw-1460	6.524367	10.222485	Maier et.al.	NA	NA	NA	NA
Prestw-1463	8.771905	7.0103846	Maier et.al.	NA	NA	NA	NA
Prestw-1471	6.830129	5.9891233	Maier et.al.	NA	NA	NA	NA
Prestw-1472	8.93234	10.0756855	Maier et.al.	NA	NA	NA	NA
Prestw-1473	3.738619	6.3540273	Maier et.al.	NA	NA	NA	NA
Prestw-1474	7.426031	11.610273	Maier et.al.	NA	NA	NA	NA
Prestw-1475	5.962459	8.524339	Maier et.al.	NA	NA	NA	NA
Prestw-1477	5.6110787	1.8992883	Maier et.al.	NA	NA	NA	NA
Prestw-1479	9.251643	9.933481	Maier et.al.	NA	NA	NA	NA
Prestw-148	-1.0219944	5.668641	Maier et.al.	NA	NA	NA	NA
Prestw-1480	9.646941	5.604127	Maier et.al.	NA	NA	NA	NA
Prestw-1481	4.429131	3.52059	Maier et.al.	NA	NA	NA	NA
Prestw-1482	3.1930172	2.1649292	Maier et.al.	NA	NA	NA	NA
Prestw-1483	8.627535	0.9000986	Maier et.al.	NA	NA	NA	NA
Prestw-1484	8.644577	0.8086034	Maier et.al.	NA	NA	NA	NA
Prestw-1486	-1.0666089	5.0493584	Maier et.al.	NA	NA	NA	NA
Prestw-1487	5.7247305	1.6425833	Maier et.al.	NA	NA	NA	NA
Prestw-1488	8.668067	1.401627	Maier et.al.	NA	NA	NA	NA
Prestw-1489	5.224002	1.7193748	Maier et.al.	NA	NA	NA	NA
Prestw-149	5.8059487	7.643683	Maier et.al.	NA	NA	NA	NA
Prestw-1491	3.0710506	2.4830925	Maier et.al.	NA	NA	NA	NA
Prestw-1498	6.3163276	5.2941065	Maier et.al.	NA	NA	NA	NA
Prestw-1499	7.975941	9.360986	Maier et.al.	NA	NA	NA	NA
Prestw-15	3.9986894	2.9371657	Maier et.al.	NA	NA	NA	NA
Prestw-1501	8.089648	6.626562	Maier et.al.	NA	NA	NA	NA
Prestw-1502	4.6178837	1.5436767	Maier et.al.	NA	NA	NA	NA
Prestw-1505	8.631249	1.5826805	Maier et.al.	NA	NA	NA	NA
Prestw-1507	9.509524	1.614564	Maier et.al.	NA	NA	NA	NA
Prestw-1508	6.0487814	5.1691046	Maier et.al.	NA	NA	NA	NA
Prestw-151	2.2520444	3.365214	Maier et.al.	NA	NA	NA	NA
Prestw-1516	7.681819	5.6105385	Maier et.al.	NA	NA	NA	NA
Prestw-157	4.4910107	4.042891	Maier et.al.	NA	NA	NA	NA
Prestw-158	3.0615273	-0.66616356	Maier et.al.	NA	NA	NA	NA
Prestw-159	3.0855682	-0.7389001	Maier et.al.	NA	NA	NA	NA
Prestw-16	8.688238	9.212121	Maier et.al.	NA	NA	NA	NA
Prestw-1604	7.3499484	1.4963149	Maier et.al.	NA	NA	NA	NA
Prestw-161	9.40013	8.626352	Maier et.al.	NA	NA	NA	NA
Prestw-164	6.3452	3.3399482	Maier et.al.	NA	NA	NA	NA
Prestw-166	9.243544	8.037605	Maier et.al.	NA	NA	NA	NA
Prestw-169	6.5107718	11.796484	Maier et.al.	NA	NA	NA	NA
Prestw-17	10.227876	6.1583138	Maier et.al.	NA	NA	NA	NA
Prestw-170	8.901619	7.36602	Maier et.al.	NA	NA	NA	NA
Prestw-171	3.75868	3.613712	Maier et.al.	NA	NA	NA	NA
Prestw-172	9.416907	1.6149392	Maier et.al.	NA	NA	NA	NA
Prestw-173	7.519861	7.2478523	Maier et.al.	NA	NA	NA	NA
Prestw-175	9.541435	9.280667	Maier et.al.	NA	NA	NA	NA
Prestw-176	7.1762223	6.203762	Maier et.al.	NA	NA	NA	NA
Prestw-178	9.248459	6.0496125	Maier et.al.	NA	NA	NA	NA
Prestw-179	8.961435	7.8118863	Maier et.al.	NA	NA	NA	NA
Prestw-18	7.07702	0.81296146	Maier et.al.	NA	NA	NA	NA
Prestw-180	8.353042	6.59566	Maier et.al.	NA	NA	NA	NA
Prestw-181	7.8078403	8.888614	Maier et.al.	NA	NA	NA	NA
Prestw-182	6.860878	6.8523254	Maier et.al.	NA	NA	NA	NA
Prestw-183	8.035933	7.1285157	Maier et.al.	NA	NA	NA	NA
Prestw-184	9.3427515	5.7505107	Maier et.al.	NA	NA	NA	NA
Prestw-185	7.426076	2.982368	Maier et.al.	NA	NA	NA	NA
Prestw-186	5.9987693	8.635408	Maier et.al.	NA	NA	NA	NA
Prestw-187	4.520891	8.554086	Maier et.al.	NA	NA	NA	NA
Prestw-188	3.3802292	4.491366	Maier et.al.	NA	NA	NA	NA
Prestw-189	6.879056	9.97587	Maier et.al.	NA	NA	NA	NA
Prestw-19	5.274243	2.4819064	Maier et.al.	NA	NA	NA	NA
Prestw-190	6.95744	6.191422	Maier et.al.	NA	NA	NA	NA
Prestw-191	9.0480175	5.3637166	Maier et.al.	NA	NA	NA	NA
Prestw-192	8.450559	6.2923636	Maier et.al.	NA	NA	NA	NA
Prestw-193	7.2930527	11.138137	Maier et.al.	NA	NA	NA	NA
Prestw-194	10.70954	8.458541	Maier et.al.	NA	NA	NA	NA
Prestw-196	9.209206	1.6949015	Maier et.al.	NA	NA	NA	NA
Prestw-197	9.833043	6.0122	Maier et.al.	NA	NA	NA	NA
Prestw-198	7.784247	5.5773106	Maier et.al.	NA	NA	NA	NA
Prestw-199	7.3990974	5.783166	Maier et.al.	NA	NA	NA	NA
Prestw-2	5.1701846	1.2930199	Maier et.al.	NA	NA	NA	NA
Prestw-20	6.876372	2.7184415	Maier et.al.	NA	NA	NA	NA
Prestw-200	6.832891	10.808375	Maier et.al.	NA	NA	NA	NA
Prestw-201	7.0151815	4.436308	Maier et.al.	NA	NA	NA	NA
Prestw-202	12.5483465	4.623061	Maier et.al.	NA	NA	NA	NA
Prestw-203	9.840711	9.229284	Maier et.al.	NA	NA	NA	NA
Prestw-204	5.139485	9.695402	Maier et.al.	NA	NA	NA	NA
Prestw-205	9.779118	9.214911	Maier et.al.	NA	NA	NA	NA
Prestw-206	9.515015	9.503371	Maier et.al.	NA	NA	NA	NA
Prestw-208	9.083829	5.4415293	Maier et.al.	NA	NA	NA	NA
Prestw-209	7.2272043	5.07084	Maier et.al.	NA	NA	NA	NA
Prestw-21	9.024336	9.187612	Maier et.al.	NA	NA	NA	NA
Prestw-210	7.951912	10.645263	Maier et.al.	NA	NA	NA	NA
Prestw-211	8.895229	8.813754	Maier et.al.	NA	NA	NA	NA
Prestw-212	5.932901	7.6692243	Maier et.al.	NA	NA	NA	NA
Prestw-213	5.530718	6.3292828	Maier et.al.	NA	NA	NA	NA
Prestw-214	8.320238	6.090455	Maier et.al.	NA	NA	NA	NA
Prestw-215	7.746705	5.137718	Maier et.al.	NA	NA	NA	NA
Prestw-216	7.195002	5.0217557	Maier et.al.	NA	NA	NA	NA
Prestw-217	8.0277815	10.669808	Maier et.al.	NA	NA	NA	NA
Prestw-218	10.242165	8.827247	Maier et.al.	NA	NA	NA	NA
Prestw-219	10.352257	8.448835	Maier et.al.	NA	NA	NA	NA
Prestw-22	4.691626	2.1011937	Maier et.al.	NA	NA	NA	NA
Prestw-220	7.4838777	7.9284935	Maier et.al.	NA	NA	NA	NA
Prestw-221	4.5347614	9.28902	Maier et.al.	NA	NA	NA	NA
Prestw-222	7.103634	4.684477	Maier et.al.	NA	NA	NA	NA
Prestw-223	6.522455	5.857506	Maier et.al.	NA	NA	NA	NA
Prestw-224	6.5802693	5.7270746	Maier et.al.	NA	NA	NA	NA
Prestw-225	8.174519	9.289313	Maier et.al.	NA	NA	NA	NA
Prestw-226	10.468598	5.0204735	Maier et.al.	NA	NA	NA	NA
Prestw-227	5.82458	9.509016	Maier et.al.	NA	NA	NA	NA
Prestw-228	8.543096	7.1634097	Maier et.al.	NA	NA	NA	NA
Prestw-229	8.138646	7.36317	Maier et.al.	NA	NA	NA	NA
Prestw-23	8.800355	9.162082	Maier et.al.	NA	NA	NA	NA
Prestw-230	8.162312	7.479075	Maier et.al.	NA	NA	NA	NA
Prestw-231	5.9302483	10.227749	Maier et.al.	NA	NA	NA	NA
Prestw-232	4.7788963	6.309237	Maier et.al.	NA	NA	NA	NA
Prestw-233	4.95205	6.283761	Maier et.al.	NA	NA	NA	NA
Prestw-234	9.434999	6.1031547	Maier et.al.	NA	NA	NA	NA
Prestw-236	8.29599	4.7139053	Maier et.al.	NA	NA	NA	NA
Prestw-237	4.548537	9.184372	Maier et.al.	NA	NA	NA	NA
Prestw-238	4.4962335	9.315967	Maier et.al.	NA	NA	NA	NA
Prestw-239	8.453261	7.378705	Maier et.al.	NA	NA	NA	NA
Prestw-24	-0.7460242	6.0240145	Maier et.al.	NA	NA	NA	NA
Prestw-240	7.2192025	5.7282434	Maier et.al.	NA	NA	NA	NA
Prestw-241	7.883645	5.76026	Maier et.al.	NA	NA	NA	NA
Prestw-242	6.425528	9.897469	Maier et.al.	NA	NA	NA	NA
Prestw-243	8.455361	5.8048077	Maier et.al.	NA	NA	NA	NA
Prestw-244	8.061066	6.0587954999999996	Maier et.al.	NA	NA	NA	NA
Prestw-245	5.748947	6.314591	Maier et.al.	NA	NA	NA	NA
Prestw-246	5.4211383	7.091844	Maier et.al.	NA	NA	NA	NA
Prestw-247	6.534959	9.963269	Maier et.al.	NA	NA	NA	NA
Prestw-248	6.767848	7.6687226	Maier et.al.	NA	NA	NA	NA
Prestw-249	6.541289	6.0190125	Maier et.al.	NA	NA	NA	NA
Prestw-25	7.974103	6.17567	Maier et.al.	NA	NA	NA	NA
Prestw-250	7.2472525	5.3146243	Maier et.al.	NA	NA	NA	NA
Prestw-251	8.040307	8.575967	Maier et.al.	NA	NA	NA	NA
Prestw-252	7.275351	7.0561223	Maier et.al.	NA	NA	NA	NA
Prestw-253	-0.687981	6.0662766	Maier et.al.	NA	NA	NA	NA
Prestw-254	8.06713	7.644555	Maier et.al.	NA	NA	NA	NA
Prestw-255	9.410754	9.353391	Maier et.al.	NA	NA	NA	NA
Prestw-256	1.6313053	1.9293853	Maier et.al.	NA	NA	NA	NA
Prestw-257	1.6084521	1.9338783	Maier et.al.	NA	NA	NA	NA
Prestw-258	8.113595	7.3133826	Maier et.al.	NA	NA	NA	NA
Prestw-259	9.815998	6.608378	Maier et.al.	NA	NA	NA	NA
Prestw-26	6.458815	2.8231144	Maier et.al.	NA	NA	NA	NA
Prestw-260	5.525592	6.0674133	Maier et.al.	NA	NA	NA	NA
Prestw-261	-0.76395709999999994	6.066215	Maier et.al.	NA	NA	NA	NA
Prestw-262	7.5029125	7.566653	Maier et.al.	NA	NA	NA	NA
Prestw-263	7.9806147	7.5722995	Maier et.al.	NA	NA	NA	NA
Prestw-264	6.012606	5.172594	Maier et.al.	NA	NA	NA	NA
Prestw-265	7.3404813	8.122984	Maier et.al.	NA	NA	NA	NA
Prestw-266	6.7090745	6.7805567	Maier et.al.	NA	NA	NA	NA
Prestw-267	9.844152	9.470574	Maier et.al.	NA	NA	NA	NA
Prestw-268	4.6257663	8.733626	Maier et.al.	NA	NA	NA	NA
Prestw-269	6.959899	7.4363184	Maier et.al.	NA	NA	NA	NA
Prestw-27	7.7914853	6.5381036	Maier et.al.	NA	NA	NA	NA
Prestw-270	8.779847	7.9033475	Maier et.al.	NA	NA	NA	NA
Prestw-271	4.473189	8.553224	Maier et.al.	NA	NA	NA	NA
Prestw-272	7.924201	10.915711	Maier et.al.	NA	NA	NA	NA
Prestw-273	-1.3074471	5.436878	Maier et.al.	NA	NA	NA	NA
Prestw-274	-1.4184152	5.309495	Maier et.al.	NA	NA	NA	NA
Prestw-275	9.542189	7.0620413	Maier et.al.	NA	NA	NA	NA
Prestw-276	9.009493	6.9472365	Maier et.al.	NA	NA	NA	NA
Prestw-277	8.757466	7.0227733	Maier et.al.	NA	NA	NA	NA
Prestw-278	7.8406467	7.5018234	Maier et.al.	NA	NA	NA	NA
Prestw-279	-1.4538838	5.2418284	Maier et.al.	NA	NA	NA	NA
Prestw-28	4.398988	2.4953127	Maier et.al.	NA	NA	NA	NA
Prestw-280	4.7070465	8.712829	Maier et.al.	NA	NA	NA	NA
Prestw-281	-1.141335	4.9379396	Maier et.al.	NA	NA	NA	NA
Prestw-282	9.898639	6.3411922	Maier et.al.	NA	NA	NA	NA
Prestw-283	6.8329296	7.304498	Maier et.al.	NA	NA	NA	NA
Prestw-284	4.761891	1.7595088	Maier et.al.	NA	NA	NA	NA
Prestw-285	0.6082833	5.689245	Maier et.al.	NA	NA	NA	NA
Prestw-286	2.3128912	4.723156	Maier et.al.	NA	NA	NA	NA
Prestw-287	5.906449	5.418206	Maier et.al.	NA	NA	NA	NA
Prestw-288	5.8634143	6.8005056	Maier et.al.	NA	NA	NA	NA
Prestw-289	6.9028454	6.7481256	Maier et.al.	NA	NA	NA	NA
Prestw-29	7.8551836	8.944736	Maier et.al.	NA	NA	NA	NA
Prestw-290	9.776388	8.642243	Maier et.al.	NA	NA	NA	NA
Prestw-291	10.1696005	9.236828	Maier et.al.	NA	NA	NA	NA
Prestw-292	5.469214	9.372782	Maier et.al.	NA	NA	NA	NA
Prestw-293	7.668928	10.803982	Maier et.al.	NA	NA	NA	NA
Prestw-294	7.1972046	7.7760625	Maier et.al.	NA	NA	NA	NA
Prestw-295	4.6239047	8.656134	Maier et.al.	NA	NA	NA	NA
Prestw-296	7.918304	10.789415	Maier et.al.	NA	NA	NA	NA
Prestw-297	6.3307486	9.84541	Maier et.al.	NA	NA	NA	NA
Prestw-298	9.312109	4.940883	Maier et.al.	NA	NA	NA	NA
Prestw-299	3.469719	6.4286838	Maier et.al.	NA	NA	NA	NA
Prestw-3	8.322509	8.550669	Maier et.al.	NA	NA	NA	NA
Prestw-30	7.9092593	8.872083	Maier et.al.	NA	NA	NA	NA
Prestw-300	7.403164	6.7546077	Maier et.al.	NA	NA	NA	NA
Prestw-301	6.630011	5.6372166	Maier et.al.	NA	NA	NA	NA
Prestw-302	2.903433	3.459073	Maier et.al.	NA	NA	NA	NA
Prestw-303	5.8138385	7.764526	Maier et.al.	NA	NA	NA	NA
Prestw-304	8.91433	9.899641	Maier et.al.	NA	NA	NA	NA
Prestw-305	6.1714277	5.859551	Maier et.al.	NA	NA	NA	NA
Prestw-306	7.04617	6.9732003	Maier et.al.	NA	NA	NA	NA
Prestw-307	3.7713768	5.2717795	Maier et.al.	NA	NA	NA	NA
Prestw-308	5.6166563	9.272097	Maier et.al.	NA	NA	NA	NA
Prestw-309	6.5198064	10.005376	Maier et.al.	NA	NA	NA	NA
Prestw-31	8.033776	6.1998467	Maier et.al.	NA	NA	NA	NA
Prestw-310	8.509645	5.037214	Maier et.al.	NA	NA	NA	NA
Prestw-311	7.4645042	6.9657755	Maier et.al.	NA	NA	NA	NA
Prestw-312	6.692956	7.0957522	Maier et.al.	NA	NA	NA	NA
Prestw-313	5.772579	7.5930443	Maier et.al.	NA	NA	NA	NA
Prestw-314	6.968319	5.589625	Maier et.al.	NA	NA	NA	NA
Prestw-315	4.0769334	5.158635	Maier et.al.	NA	NA	NA	NA
Prestw-316	7.07688	6.1494966	Maier et.al.	NA	NA	NA	NA
Prestw-317	4.5254884	2.5880253	Maier et.al.	NA	NA	NA	NA
Prestw-318	5.2297606	9.841951	Maier et.al.	NA	NA	NA	NA
Prestw-319	5.342753	5.2324657	Maier et.al.	NA	NA	NA	NA
Prestw-32	7.7912607	9.3934	Maier et.al.	NA	NA	NA	NA
Prestw-320	5.68354	7.530376	Maier et.al.	NA	NA	NA	NA
Prestw-321	3.088962	-0.6699597	Maier et.al.	NA	NA	NA	NA
Prestw-322	5.540659	8.953891	Maier et.al.	NA	NA	NA	NA
Prestw-323	7.2134066	6.196025	Maier et.al.	NA	NA	NA	NA
Prestw-324	8.762794	7.1930323	Maier et.al.	NA	NA	NA	NA
Prestw-325	3.3034868	-1.5038913	Maier et.al.	NA	NA	NA	NA
Prestw-326	9.986928	5.921889	Maier et.al.	NA	NA	NA	NA
Prestw-327	6.875494	3.902261	Maier et.al.	NA	NA	NA	NA
Prestw-328	7.3175435	11.565514	Maier et.al.	NA	NA	NA	NA
Prestw-329	6.040021	10.591319	Maier et.al.	NA	NA	NA	NA
Prestw-33	9.261945	1.6060464	Maier et.al.	NA	NA	NA	NA
Prestw-330	6.4910364	4.964602	Maier et.al.	NA	NA	NA	NA
Prestw-331	4.152766	3.5397744	Maier et.al.	NA	NA	NA	NA
Prestw-332	7.419134	5.434001	Maier et.al.	NA	NA	NA	NA
Prestw-333	7.081999	0.9719931	Maier et.al.	NA	NA	NA	NA
Prestw-334	8.531856	8.935021	Maier et.al.	NA	NA	NA	NA
Prestw-335	7.5272536	10.251029	Maier et.al.	NA	NA	NA	NA
Prestw-336	7.3302665	7.5388865	Maier et.al.	NA	NA	NA	NA
Prestw-337	7.291245	5.5722356	Maier et.al.	NA	NA	NA	NA
Prestw-338	8.568159	0.9845135	Maier et.al.	NA	NA	NA	NA
Prestw-339	8.773432	8.080322	Maier et.al.	NA	NA	NA	NA
Prestw-34	7.038793	9.659513	Maier et.al.	NA	NA	NA	NA
Prestw-340	5.211712	9.500051	Maier et.al.	NA	NA	NA	NA
Prestw-341	9.264374	8.776612	Maier et.al.	NA	NA	NA	NA
Prestw-342	5.9303503	7.6485586	Maier et.al.	NA	NA	NA	NA
Prestw-343	7.521269	7.5047517	Maier et.al.	NA	NA	NA	NA
Prestw-344	7.195667	5.5009537	Maier et.al.	NA	NA	NA	NA
Prestw-345	6.3852625	5.6026726	Maier et.al.	NA	NA	NA	NA
Prestw-346	7.5923815	7.330047	Maier et.al.	NA	NA	NA	NA
Prestw-347	8.700667	1.1204886	Maier et.al.	NA	NA	NA	NA
Prestw-348	6.904914	7.79844	Maier et.al.	NA	NA	NA	NA
Prestw-349	9.890667	6.455049	Maier et.al.	NA	NA	NA	NA
Prestw-35	9.215205	8.823447	Maier et.al.	NA	NA	NA	NA
Prestw-350	6.271639	7.6869226	Maier et.al.	NA	NA	NA	NA
Prestw-351	9.818415	8.822075	Maier et.al.	NA	NA	NA	NA
Prestw-352	9.826406	6.2902675	Maier et.al.	NA	NA	NA	NA
Prestw-353	6.738071	5.636658	Maier et.al.	NA	NA	NA	NA
Prestw-354	5.652759	5.9754567	Maier et.al.	NA	NA	NA	NA
Prestw-355	5.436786	10.429496	Maier et.al.	NA	NA	NA	NA
Prestw-356	8.382101	0.8548935	Maier et.al.	NA	NA	NA	NA
Prestw-357	6.959507	4.341178	Maier et.al.	NA	NA	NA	NA
Prestw-359	4.0261116	6.4374523	Maier et.al.	NA	NA	NA	NA
Prestw-36	2.2561655	3.263282	Maier et.al.	NA	NA	NA	NA
Prestw-360	5.527873	9.650216	Maier et.al.	NA	NA	NA	NA
Prestw-361	7.2525816	5.2865863	Maier et.al.	NA	NA	NA	NA
Prestw-362	-1.5059475	5.088174	Maier et.al.	NA	NA	NA	NA
Prestw-363	9.321092	4.840103	Maier et.al.	NA	NA	NA	NA
Prestw-364	5.5494847	9.302981	Maier et.al.	NA	NA	NA	NA
Prestw-365	5.1752634	7.1163416	Maier et.al.	NA	NA	NA	NA
Prestw-366	5.636329	5.384911	Maier et.al.	NA	NA	NA	NA
Prestw-367	8.226846	7.2552485	Maier et.al.	NA	NA	NA	NA
Prestw-368	6.3598247	6.490702	Maier et.al.	NA	NA	NA	NA
Prestw-369	8.338185	8.843552	Maier et.al.	NA	NA	NA	NA
Prestw-37	8.023997	9.026486	Maier et.al.	NA	NA	NA	NA
Prestw-370	8.215101	11.495755	Maier et.al.	NA	NA	NA	NA
Prestw-371	6.6538396	7.6773577	Maier et.al.	NA	NA	NA	NA
Prestw-372	7.890933	6.9850354	Maier et.al.	NA	NA	NA	NA
Prestw-373	6.873836	9.224258	Maier et.al.	NA	NA	NA	NA
Prestw-374	4.9711556	9.182412	Maier et.al.	NA	NA	NA	NA
Prestw-375	6.078917	7.7285123	Maier et.al.	NA	NA	NA	NA
Prestw-376	7.8875937	10.4850855	Maier et.al.	NA	NA	NA	NA
Prestw-377	5.346058	10.487209	Maier et.al.	NA	NA	NA	NA
Prestw-378	9.273824	7.406485	Maier et.al.	NA	NA	NA	NA
Prestw-38	4.3017826	4.004197	Maier et.al.	NA	NA	NA	NA
Prestw-380	7.0365644	6.343293	Maier et.al.	NA	NA	NA	NA
Prestw-381	6.4797	6.944908	Maier et.al.	NA	NA	NA	NA
Prestw-382	6.2863526	4.9896765	Maier et.al.	NA	NA	NA	NA
Prestw-383	8.417622	6.5524354	Maier et.al.	NA	NA	NA	NA
Prestw-384	5.8777313	5.2511673	Maier et.al.	NA	NA	NA	NA
Prestw-386	6.604018	7.0025473	Maier et.al.	NA	NA	NA	NA
Prestw-387	6.260791	5.464249	Maier et.al.	NA	NA	NA	NA
Prestw-388	5.6734266	10.255554	Maier et.al.	NA	NA	NA	NA
Prestw-389	6.375307	7.9471226	Maier et.al.	NA	NA	NA	NA
Prestw-39	10.535656	8.331395	Maier et.al.	NA	NA	NA	NA
Prestw-390	-0.6562301	5.1493716	Maier et.al.	NA	NA	NA	NA
Prestw-391	8.580808	5.374296	Maier et.al.	NA	NA	NA	NA
Prestw-392	5.352142	9.630153	Maier et.al.	NA	NA	NA	NA
Prestw-393	5.5049944	6.258026	Maier et.al.	NA	NA	NA	NA
Prestw-394	3.0576828	-0.6525558	Maier et.al.	NA	NA	NA	NA
Prestw-395	3.031284	-0.67941815	Maier et.al.	NA	NA	NA	NA
Prestw-396	10.680756	4.9315333	Maier et.al.	NA	NA	NA	NA
Prestw-397	8.517373	7.3264174	Maier et.al.	NA	NA	NA	NA
Prestw-398	6.347388	11.099044	Maier et.al.	NA	NA	NA	NA
Prestw-399	5.767715	7.6161203	Maier et.al.	NA	NA	NA	NA
Prestw-4	5.3539014	1.1703196	Maier et.al.	NA	NA	NA	NA
Prestw-40	9.843884	9.005956	Maier et.al.	NA	NA	NA	NA
Prestw-400	10.943539	4.657143	Maier et.al.	NA	NA	NA	NA
Prestw-401	-0.5594766	5.3653946	Maier et.al.	NA	NA	NA	NA
Prestw-403	12.579614	4.642791	Maier et.al.	NA	NA	NA	NA
Prestw-405	4.58348	2.561654	Maier et.al.	NA	NA	NA	NA
Prestw-406	6.7819805	7.4118686	Maier et.al.	NA	NA	NA	NA
Prestw-407	0.79136485	5.711409	Maier et.al.	NA	NA	NA	NA
Prestw-408	8.793089	9.8738575	Maier et.al.	NA	NA	NA	NA
Prestw-409	5.4750476	9.4514475	Maier et.al.	NA	NA	NA	NA
Prestw-41	7.3269167	5.4713473	Maier et.al.	NA	NA	NA	NA
Prestw-410	2.1691008	2.6690137	Maier et.al.	NA	NA	NA	NA
Prestw-411	0.14120914	5.8101277	Maier et.al.	NA	NA	NA	NA
Prestw-413	9.891916	7.9510427	Maier et.al.	NA	NA	NA	NA
Prestw-416	6.691742	4.667086	Maier et.al.	NA	NA	NA	NA
Prestw-418	4.4398794	3.5527232	Maier et.al.	NA	NA	NA	NA
Prestw-419	10.803619	8.144945	Maier et.al.	NA	NA	NA	NA
Prestw-42	7.5296173	5.065201	Maier et.al.	NA	NA	NA	NA
Prestw-421	5.950862	5.0214367	Maier et.al.	NA	NA	NA	NA
